"Product_ID","Word","MeanFreq"
"Naturals","Meersalz",5.36636479159533e-08
"Naturals","Pfeffer",1.61246683742112e-06
"Naturals","unverfälschter",1.48248798903883e-07
"Naturals","Genuss",1.85328912809105e-06
"Naturals","natürlichen",4.62755758345772e-05
"Naturals","Zutaten",1.26206172894186e-06
"Naturals","künstliche",7.19870507747085e-06
"Naturals","Aromen",1.44288058790415e-07
"Naturals","Konservierungsstoffe",6.56206458218162e-08
"Naturals","Gluten",1.17567742293904e-07
"Naturals","pure",4.04167866276751e-06
"Naturals","Genuss",1.85328912809105e-06
"Naturals","rein",7.34636833708645e-05
"Naturals","natürlichen",4.62755758345772e-05
"Naturals","Zutaten",1.26206172894186e-06
"Naturals","hergestellt",2.81477603318836e-05
"Naturals","Reinheitsgebot",1.29915839681236e-07
"Naturals","speziellen",2.53820299252389e-05
"Naturals","Kartoffelsorten",1.12887432044447e-07
"Naturals","beziehen",4.96039351338987e-05
"Naturals","unserem",6.5943588874684e-05
"Naturals","eigenen",0.000278660849388021
"Naturals","Vertragsanbau",3.79344872086002e-08
"Naturals","streng",2.4824103989184e-05
"Naturals","regelmäßig",3.13551012980924e-05
"Naturals","kontrolliert",1.13353735976947e-05
"Naturals","Schale",3.64189008618413e-06
"Naturals","Kartoffeln",6.82388521683334e-06
"Naturals","wertvollem",1.76893334332519e-07
"Naturals","Sonnenblumenöl",7.68262693666984e-08
"Naturals","schonend",5.93017388449088e-07
"Naturals","gebacken",5.24973946588498e-07
"Naturals","besten",6.22892034031136e-05
"Naturals","ausgesuchten",7.19673158617437e-07
"Naturals","Gewürzen",3.28771864732529e-07
"Naturals","Konservierungsstoffe",6.56206458218162e-08
"Naturals","künstliche",7.19870507747085e-06
"Naturals","Aromen",1.44288058790415e-07
"Naturals","Farbstoffe",9.07689909002195e-07
"Naturals","unverfälschten",5.31815394924971e-07
"Naturals","Genuss",1.85328912809105e-06
"Naturals","Kartoffelchips",4.12363079582819e-08
"Naturals","Schale",3.64189008618413e-06
"Naturals","geröstet",1.6691625075736e-07
"Naturals","Meersalz",5.36636479159533e-08
"Naturals","Pfeffer",1.61246683742112e-06
"Naturals","glutenfrei",6.91174163159676e-09
"Naturals","Qualitäts",1.15042000087699e-06
"Naturals","Garantie",1.33559261405955e-05
"Naturals","kontrollierte",3.96557879259377e-06
"Naturals","Markenqualität",1.57735672087316e-08
"Naturals","beste",2.32943429476668e-05
"Naturals","Zutaten",1.26206172894186e-06
"Naturals","Konservierungsstoffe",6.56206458218162e-08
"Naturals","größter",1.03427141149873e-05
"Naturals","Sorgfalt",7.30351311400993e-06
"Naturals","Konservierungsstoffe",6.56206458218162e-08
"Naturals","hergestellt",2.81477603318836e-05
"Naturals","Packung",8.00703167538969e-07
"Naturals","verlässt",1.42728325127227e-06
"Naturals","Werk",0.000133386456464499
"Naturals","höchster",9.25243242894851e-06
"Naturals","Qualität",7.0789283151089e-05
