"Product_ID","Word","MeanFreq"
"Classic","Schale",3.64189008618413e-06
"Classic","gebacken",5.24973946588498e-07
"Classic","kross",5.40203692099428e-09
"Classic","knusprig",5.47388199645275e-08
"Classic","Kessel",3.04439694391025e-06
"Classic","gebacken",5.24973946588498e-07
"Classic","salt",4.18875197801575e-07
"Classic","vinegar",1.22424312122024e-08
"Classic","Sonnenblumenöl",7.68262693666984e-08
"Classic","Kartoffelchips",4.12363079582819e-08
"Classic","Schale",3.64189008618413e-06
"Classic","gebacken",5.24973946588498e-07
"Classic","Salz",4.93178649807318e-06
"Classic","Essiggeschmack",6.37823635679382e-10
"Classic","unsere",0.000177104574075456
"Classic","Zufriedenheitsgarantie",2.59002179935826e-09
"Classic","Qualität",7.0789283151089e-05
"Classic","garantiert",1.33027415194412e-05
"Classic","Geheimnis",1.4339950651706e-05
"Classic","unserer",0.000224580780689794
"Classic","knusprigen",2.36465635321001e-08
"Classic","liegt",0.000253914396667573
"Classic","Herstellungsverfahren",6.44317804068566e-07
"Classic","unsere",0.000177104574075456
"Classic","Chips",8.41402212177541e-07
"Classic","ausgesuchte",4.83491345214007e-07
"Classic","Kartoffeln",6.82388521683334e-06
"Classic","verwendet",7.46092600613879e-05
"Classic","inklusive",3.83044744888977e-06
"Classic","Schale",3.64189008618413e-06
"Classic","besonders",0.000307783344661545
"Classic","dick",2.88418464863128e-06
"Classic","geschnitten",2.26512670879053e-06
"Classic","Kessel",3.04439694391025e-06
"Classic","backen",5.28075366692712e-07
"Classic","ausschließlich",7.77038285167425e-05
"Classic","Sonnenblumenöl",7.68262693666984e-08
"Classic","Hand",0.000136897940152387
"Classic","gerührt",1.64060024749379e-06
"Classic","unvergleichliche",7.73633456980951e-07
"Classic","Geschmack",1.14588409165403e-05
"Classic","kommt",0.000259954443353475
"Classic","feine",4.29495194666575e-06
"Classic","Würzung",1.32628804241161e-08
"Classic","besonderer",4.4933662997761e-05
"Classic","Genuss",1.85328912809105e-06
"Classic","wertvollem",1.76893334332519e-07
"Classic","Sonnenblumenöl",7.68262693666984e-08
"Classic","legt",3.65395153953928e-05
"Classic","Produkten",1.30025978233392e-05
"Classic","Wert",0.00012572587968661
"Classic","ausgesuchte",4.83491345214007e-07
"Classic","Zutaten",1.26206172894186e-06
"Classic","regelmäßig",3.13551012980924e-05
"Classic","kontrolliert",1.13353735976947e-05
"Classic","Herstellung",4.50939363128536e-05
"Classic","Sonnenblumenöl",7.68262693666984e-08
"Classic","eingesetzt",5.64618415204283e-05
"Classic","Natur",0.000198358376040085
"Classic","reich",1.30916204744123e-05
"Classic","ungesättigten",3.94516478928492e-07
"Classic","Fettsäuren",1.16885571296257e-06
