"Product_ID","Word","MeanFreq"
"Küstengold","Salz",4.93178649807318e-06
"Küstengold","Chips",8.41402212177541e-07
"Küstengold","Salz",4.93178649807318e-06
"Küstengold","Chips",8.41402212177541e-07
"Küstengold","Lebensmittel",1.09832142219385e-05
"Küstengold","ausgewählter",4.70217150316354e-06
"Küstengold","Produzenten",1.3797939441649e-05
"Küstengold","dabei",0.000296061338778301
"Küstengold","achten",1.70837451334717e-05
"Küstengold","Verarbeitung",2.05088071210937e-05
"Küstengold","garantierte",3.28729015211582e-06
"Küstengold","Frische",2.00531631940093e-06
"Küstengold","beste",2.32943429476668e-05
"Küstengold","Zutaten",1.26206172894186e-06
"Küstengold","Menschen",0.000568001687798112
"Küstengold","Salz",4.93178649807318e-06
"Küstengold","Chips",8.41402212177541e-07
"Küstengold","Kartoffelchips",4.12363079582819e-08
"Küstengold","Salz",4.93178649807318e-06
"Küstengold","gemäß",6.52954138103957e-05
"Küstengold","Prüfungen",8.59889608569968e-06
