"Product_ID","Word","MeanFreq"
"DeRit","besten",6.22892034031136e-05
"DeRit","Anbaugebieten",2.25696066120679e-07
"DeRit","Kartoffelchips",4.12363079582819e-08
"DeRit","schonend",5.93017388449088e-07
"DeRit","Schale",3.64189008618413e-06
"DeRit","gebacken",5.24973946588498e-07
"DeRit","Meersalz",5.36636479159533e-08
"DeRit","unsere",0.000177104574075456
"DeRit","knusprigen",2.36465635321001e-08
"DeRit","Kartoffelchips",4.12363079582819e-08
"DeRit","verwenden",2.91431107647382e-05
"DeRit","feinste",7.75673025116971e-07
"DeRit","Kartoffelsorten",1.12887432044447e-07
"DeRit","kontrolliert",1.13353735976947e-05
"DeRit","biologischem",3.77835845619018e-07
"DeRit","Anbau",6.65130170108744e-06
"DeRit","hochwertigem",2.46308610113859e-07
"DeRit","kaltgepressten",1.66410962314894e-09
"DeRit","High",6.69159710321056e-06
"DeRit","Oleic",2.55574249056927e-09
"DeRit","Sonnenblumenöl",7.68262693666984e-08
"DeRit","Natur",0.000198358376040085
"DeRit","reich",1.30916204744123e-05
"DeRit","einfach",0.000107390578080875
"DeRit","ungesättigten",3.94516478928492e-07
"DeRit","Fettsäuren",1.16885571296257e-06
"DeRit","Chips",8.41402212177541e-07
"DeRit","schonend",5.93017388449088e-07
"DeRit","Schale",3.64189008618413e-06
"DeRit","gebacken",5.24973946588498e-07
"DeRit","verfeinert",1.65808189262154e-06
"DeRit","Prise",3.84732695928275e-07
"DeRit","Meersalz",5.36636479159533e-08
"DeRit","knuspriger",7.14081295503346e-09
"DeRit","kontrolliert",1.13353735976947e-05
"DeRit","biologischem",3.77835845619018e-07
"DeRit","Anbau",6.65130170108744e-06
"DeRit","Kartoffelchips",4.12363079582819e-08
"DeRit","Meersalz",5.36636479159533e-08
