"Product_ID","Word","MeanFreq"
"FeurichGourmet","Gourmet",1.22950108092226e-07
"FeurichGourmet","Kartoffelchips",4.12363079582819e-08
"FeurichGourmet","Meersalz",5.36636479159533e-08
"FeurichGourmet","Pfeffer",1.61246683742112e-06
"FeurichGourmet","Gourmet",1.22950108092226e-07
"FeurichGourmet","Produkt",3.59986214592286e-05
"FeurichGourmet","verwenden",2.91431107647382e-05
"FeurichGourmet","erstklassige",5.52368809447497e-07
"FeurichGourmet","Zutaten",1.26206172894186e-06
"FeurichGourmet","achten",1.70837451334717e-05
"FeurichGourmet","feinste",7.75673025116971e-07
"FeurichGourmet","Zubereitung",1.39720991574861e-06
"FeurichGourmet","reines",5.30581418142309e-06
"FeurichGourmet","Sonnenblumenöl",7.68262693666984e-08
"FeurichGourmet","Schale",3.64189008618413e-06
"FeurichGourmet","gebacken",5.24973946588498e-07
"FeurichGourmet","Gourmet",1.22950108092226e-07
"FeurichGourmet","Kartoffelchips",4.12363079582819e-08
"FeurichGourmet","Meersalz",5.36636479159533e-08
"FeurichGourmet","Pfeffer",1.61246683742112e-06
"FeurichGourmet","Schale",3.64189008618413e-06
"FeurichGourmet","reinem",1.86026996168465e-06
"FeurichGourmet","Sonnenblumenöl",7.68262693666984e-08
"FeurichGourmet","ausgewählte",6.27878246238481e-06
"FeurichGourmet","Kartoffeln",6.82388521683334e-06
"FeurichGourmet","kontrolliertem",9.8294235647941e-08
"FeurichGourmet","Anbau",6.65130170108744e-06
"FeurichGourmet","feinste",7.75673025116971e-07
"FeurichGourmet","Würzmischung",1.75010133887306e-09
"FeurichGourmet","Kartoffelchips",4.12363079582819e-08
"FeurichGourmet","Schale",3.64189008618413e-06
"FeurichGourmet","frittiert",5.19011154721064e-09
"FeurichGourmet","Meersalz",5.36636479159533e-08
"FeurichGourmet","Pfeffer",1.61246683742112e-06
