"Product_ID","Word","MeanFreq"
"50Hot","Hot",1.3856108012078e-06
"50Hot","Spicy",5.43151212895054e-09
"50Hot","Nr",1.00694605862373e-05
"50Hot","1",0.00162896316032857
"50Hot","Chips",2.79377741208009e-06
"50Hot","Marke",3.97659023292363e-05
"50Hot","Welt",0.000329279297147878
"50Hot","großartig",2.19521825783886e-06
"50Hot","schmeckenden",8.3810725470812e-08
"50Hot","Chips",2.79377741208009e-06
"50Hot","fantastisches",1.1458914883633e-07
"50Hot","Geschmackserlebnis",4.58469830988406e-08
"50Hot","Herstellung",3.72673093806952e-05
"50Hot","unserer",0.000123507707030512
"50Hot","Chips",2.79377741208009e-06
"50Hot","gehen",0.000163641001563519
"50Hot","sorgfältig",1.38217883431935e-05
"50Hot","wählen",4.37193139077863e-05
"50Hot","besten",6.71734123898204e-05
"50Hot","Zutaten",2.60936872109596e-06
"50Hot","backen",9.89819312735563e-07
"50Hot","schonend",6.54876430417062e-07
"50Hot","besondere",8.62952147144824e-05
"50Hot","Knusprigkeit",8.33974578284824e-09
"50Hot","würzen",2.67498904804597e-07
"50Hot","breiten",2.90092848445056e-05
"50Hot","Vielfalt",3.79407611035276e-05
"50Hot","klassischen",4.87994802824687e-05
"50Hot","intensiveren",1.39401987553356e-06
"50Hot","überraschenden",2.23180120428879e-06
"50Hot","Geschmacksrichtungen",3.16910117703628e-07
"50Hot","Chips",2.79377741208009e-06
"50Hot","perfekt",8.22316496851272e-06
"50Hot","Freunden",2.01574293896556e-05
"50Hot","Familie",0.00016367817443097
"50Hot","teilen",1.83322508746642e-05
"50Hot","Chips",2.79377741208009e-06
"50Hot","perfekte",4.31840430792363e-06
"50Hot","Balance",1.21371012937743e-05
"50Hot","Knusprigkeit",8.33974578284824e-09
"50Hot","leckerem",2.67440736223534e-08
"50Hot","Geschmack",1.14110548565804e-05
"50Hot","Nr",1.00694605862373e-05
"50Hot","1",0.00162896316032857
"50Hot","Chips",2.79377741208009e-06
"50Hot","Marke",3.97659023292363e-05
"50Hot","Welt",0.000329279297147878
"50Hot","Kartoffelchips",1.46123653621544e-07
"50Hot","scharf",1.10502255665779e-05
"50Hot","gewürzt",3.07415291445068e-07
