"Product_ID","Word","MeanFreq"
"55besten","besten",6.71734123898204e-05
"55besten","deutschen",0.000305523819406517
"55besten","Anbauregionen",3.18904911367213e-08
"55besten","Sauerrahm",4.03586266628508e-08
"55besten","Schnittlauch",1.62517828528053e-07
"55besten","ländlich",1.01364150850713e-06
"55besten","rustikal",1.04282051438531e-07
"55besten","gewürzt",3.07415291445068e-07
"55besten","knusprig",1.36671836514779e-07
"55besten","Kessel",2.56841076406999e-06
"55besten","geröstet",1.62532536762683e-07
"55besten","besten",6.71734123898204e-05
"55besten","deutschen",0.000305523819406517
"55besten","Anbauregionen",3.18904911367213e-08
"55besten","Sauerrahm",4.03586266628508e-08
"55besten","Schnittlauch",1.62517828528053e-07
"55besten","arbeiten",7.90140438766684e-05
"55besten","partnerschaftlich",8.01058462229776e-07
"55besten","Landwirten",8.27214847731739e-07
"55besten","Regionen",4.06476683565415e-05
"55besten","Lüneburger",7.54125551338802e-07
"55besten","Heide",4.05523701374477e-06
"55besten","Oberpfalz",7.94139822346551e-07
"55besten","Niederbayern",6.85765073171751e-07
"55besten","zusammen",0.000173447486304212
"55besten","ernten",1.50940576304492e-06
"55besten","beste",2.428964489809e-05
"55besten","Kartoffeln",4.37649123341544e-06
"55besten","unsere",0.000130596454255283
"55besten","lecker",5.56451041688888e-07
"55besten","Kartoffeln",4.37649123341544e-06
"55besten","sorgfältig",1.38217883431935e-05
"55besten","gewaschen",1.96770571392335e-06
"55besten","samt",9.43248960538767e-06
"55besten","Schale",3.51676112586574e-06
"55besten","dünne",3.20238927997707e-06
"55besten","Scheiben",3.0735619702682e-06
"55besten","geschnitten",2.7962647664026e-06
"55besten","Kessel",2.56841076406999e-06
"55besten","Sonnenblumenöl",1.0863067601008e-07
"55besten","geröstet",1.62532536762683e-07
"55besten","ländlich",1.01364150850713e-06
"55besten","rustikal",1.04282051438531e-07
"55besten","gewürzt",3.07415291445068e-07
"55besten","dadurch",0.000169195292983204
"55besten","bekommen",6.9773133873241e-05
"55besten","unverwechselbaren",9.38214441248419e-07
"55besten","Geschmack",1.14110548565804e-05
"55besten","glutenfrei",1.17111339292819e-07
"55besten","Kartoffelchips",1.46123653621544e-07
"55besten","Schale",3.51676112586574e-06
"55besten","geröstet",1.62532536762683e-07
"55besten","Sauerrahm",4.03586266628508e-08
"55besten","Schnittlauch",1.62517828528053e-07
"55besten","Würzung",1.08487587802131e-08
