"Product_ID","Word","MeanFreq"
"34Gourmet","Gourmet",3.05761787444681e-07
"34Gourmet","Kartoffelchips",1.46123653621544e-07
"34Gourmet","Meersalz",1.36971202380209e-07
"34Gourmet","Pfeffer",2.64121752024948e-06
"34Gourmet","Gourmet",3.05761787444681e-07
"34Gourmet","Produkt",6.88936779624783e-05
"34Gourmet","verwenden",5.43856149306521e-05
"34Gourmet","erstklassige",6.33349912959602e-07
"34Gourmet","Zutaten",2.60936872109596e-06
"34Gourmet","achten",2.9510344575101e-05
"34Gourmet","feinste",5.06985173842622e-07
"34Gourmet","Zubereitung",1.83518523044768e-06
"34Gourmet","reines",4.72246279059618e-06
"34Gourmet","Sonnenblumenöl",1.0863067601008e-07
"34Gourmet","Schale",3.51676112586574e-06
"34Gourmet","gebacken",8.13558983736584e-07
"34Gourmet","Gourmet",3.05761787444681e-07
"34Gourmet","Kartoffelchips",1.46123653621544e-07
"34Gourmet","Meersalz",1.36971202380209e-07
"34Gourmet","Pfeffer",2.64121752024948e-06
"34Gourmet","Schale",3.51676112586574e-06
"34Gourmet","reinem",1.64170324978841e-06
"34Gourmet","Sonnenblumenöl",1.0863067601008e-07
"34Gourmet","ausgewählte",1.12575721686881e-05
"34Gourmet","Kartoffeln",4.37649123341544e-06
"34Gourmet","kontrolliertem",1.40150476113376e-07
"34Gourmet","Anbau",3.42001931130653e-06
"34Gourmet","feinste",5.06985173842622e-07
"34Gourmet","Würzmischung",4.10567735364964e-09
"34Gourmet","Kartoffelchips",1.46123653621544e-07
"34Gourmet","Schale",3.51676112586574e-06
"34Gourmet","frittiert",3.21185247287303e-08
"34Gourmet","Meersalz",1.36971202380209e-07
"34Gourmet","Pfeffer",2.64121752024948e-06
