"Product_ID","Word","MeanFreq"
"63Meersalz","Meersalz",1.36971202380209e-07
"63Meersalz","Pfeffer",2.64121752024948e-06
"63Meersalz","unverfälschter",1.2019206963032e-07
"63Meersalz","Genuss",7.83020050221239e-06
"63Meersalz","natürlichen",3.36431839969009e-05
"63Meersalz","Zutaten",2.60936872109596e-06
"63Meersalz","künstliche",6.02897648604994e-06
"63Meersalz","Aromen",3.69541680811381e-07
"63Meersalz","Konservierungsstoffe",1.26735425709512e-07
"63Meersalz","Gluten",1.85540304897813e-07
"63Meersalz","pure",3.08744711219333e-06
"63Meersalz","Genuss",7.83020050221239e-06
"63Meersalz","rein",5.72575409023557e-05
"63Meersalz","natürlichen",3.36431839969009e-05
"63Meersalz","Zutaten",2.60936872109596e-06
"63Meersalz","hergestellt",2.74474814432324e-05
"63Meersalz","Reinheitsgebot",1.64456650963984e-07
"63Meersalz","speziellen",2.6965662073053e-05
"63Meersalz","Kartoffelsorten",1.85612512026978e-08
"63Meersalz","beziehen",5.88142538617831e-05
"63Meersalz","unserem",5.19587501912611e-05
"63Meersalz","eigenen",0.000311576382955536
"63Meersalz","Vertragsanbau",1.32864430568702e-08
"63Meersalz","streng",1.97650469999644e-05
"63Meersalz","regelmäßig",5.30714714841451e-05
"63Meersalz","kontrolliert",1.59706651174929e-05
"63Meersalz","Schale",3.51676112586574e-06
"63Meersalz","Kartoffeln",4.37649123341544e-06
"63Meersalz","wertvollem",1.46523092325879e-07
"63Meersalz","Sonnenblumenöl",1.0863067601008e-07
"63Meersalz","schonend",6.54876430417062e-07
"63Meersalz","gebacken",8.13558983736584e-07
"63Meersalz","besten",6.71734123898204e-05
"63Meersalz","ausgesuchten",9.2997524347993e-07
"63Meersalz","Gewürzen",4.96321433729463e-07
"63Meersalz","Konservierungsstoffe",1.26735425709512e-07
"63Meersalz","künstliche",6.02897648604994e-06
"63Meersalz","Aromen",3.69541680811381e-07
"63Meersalz","Farbstoffe",5.58177845277896e-07
"63Meersalz","unverfälschten",5.06457979554398e-07
"63Meersalz","Genuss",7.83020050221239e-06
"63Meersalz","Kartoffelchips",1.46123653621544e-07
"63Meersalz","Schale",3.51676112586574e-06
"63Meersalz","geröstet",1.62532536762683e-07
"63Meersalz","Meersalz",1.36971202380209e-07
"63Meersalz","Pfeffer",2.64121752024948e-06
"63Meersalz","glutenfrei",1.17111339292819e-07
"63Meersalz","Qualitäts",2.85898056517908e-06
"63Meersalz","Garantie",1.00768911579507e-05
"63Meersalz","kontrollierte",4.81044799016672e-06
"63Meersalz","Markenqualität",6.78155522848556e-08
"63Meersalz","beste",2.428964489809e-05
"63Meersalz","Zutaten",2.60936872109596e-06
"63Meersalz","Konservierungsstoffe",1.26735425709512e-07
"63Meersalz","größter",7.03028763382463e-06
"63Meersalz","Sorgfalt",7.35623666514584e-06
"63Meersalz","Konservierungsstoffe",1.26735425709512e-07
"63Meersalz","hergestellt",2.74474814432324e-05
"63Meersalz","Packung",1.33223437615015e-06
"63Meersalz","verlässt",7.82363167672884e-06
"63Meersalz","Werk",9.2732112534577e-05
"63Meersalz","höchster",5.93799609305279e-06
"63Meersalz","Qualität",0.000105264836747665
