"Product_ID","Word","MeanFreq"
"31Heimat","Heimat",3.341619958519e-05
"31Heimat","Sorte",3.0239993975556e-06
"31Heimat","Salz",5.14545513397024e-06
"31Heimat","Garantie",1.00768911579507e-05
"31Heimat","kontrollierte",4.81044799016672e-06
"31Heimat","Qualität",0.000105264836747665
"31Heimat","kontrollierter",1.00220944432294e-06
"31Heimat","Kartoffelanbau",5.45716858368905e-08
"31Heimat","Wochenmarkt",3.30710122398159e-07
"31Heimat","täglich",2.63329429799342e-05
"31Heimat","hochwertigen",2.59177863881632e-06
"31Heimat","Lebensmitteln",5.73531747249945e-06
"31Heimat","entdecken",1.62394107974251e-05
"31Heimat","Sie",0.00210851791780442
"31Heimat","frisches",1.43471828550901e-06
"31Heimat","natürliches",2.71744352176029e-06
"31Heimat","Lebensmittel",1.29734598885989e-05
"31Heimat","hoher",3.97132025682367e-05
"31Heimat","Qualität",0.000105264836747665
"31Heimat","Verarbeitung",2.45311939579551e-05
"31Heimat","erfolgt",0.000121101897093467
"31Heimat","besten",6.71734123898204e-05
"31Heimat","Zutaten",2.60936872109596e-06
"31Heimat","größter",7.03028763382463e-06
"31Heimat","Sorgfalt",7.35623666514584e-06
"31Heimat","deutschen",0.000305523819406517
"31Heimat","Herstellern",3.62057903657842e-06
"31Heimat","gut",0.000268354473519139
"31Heimat","Wochenmarkt",3.30710122398159e-07
"31Heimat","Kartoffelchips",1.46123653621544e-07
"31Heimat","Salz",5.14545513397024e-06
